state,state_code,district_name,assembly_constituency_name,assembly_constituency_no,parliamentary_constituency_name,polling_station_name,polling_station_id,polling_station_type,polling_station_address,gps_lat,gps_lon,total_electors,male_electors,female_electors,other_electors,votes_polled,valid_votes,rejected_votes,candidate_1_name,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_party,candidate_2_votes,gender_ratio_flag,caste_group,religion_group,age_category
Tamil Nadu,TN,Thoothukkudi,AC_214,214,PC_36,Booth_570001,570001,Auxiliary,Harbour Beach Road,8.7642,78.1348,1788,888,900,0,1498,1495,3,Kanimozhi Karunanidhi,DMK,1123,Tamilisai Soundararajan,BJP,372,Female-Skewed,General,Hindu,18-25
Kerala,KL,Alappuzha,AC_104,104,PC_15,Booth_580001,580001,Main,Alleppey Beach,9.4981,76.3382,1844,877,967,0,1567,1564,3,A M Ariff,CPM,987,Shanimol Usman,INC,577,Female-Skewed,SC,Hindu,18-25
Kerala,KL,Pathanamthitta,AC_114,114,PC_17,Booth_590001,590001,Auxiliary,Sabarimala Road,9.4346,76.9366,1711,811,900,0,1432,1429,3,Anto Antony,INC,823,Veena George,CPM,606,Female-Skewed,SC,Hindu,36-50
Maharashtra,MH,Thane,AC_147,147,PC_25,Booth_600001,600001,Main,Thane Station Road,19.2183,72.9781,1999,1088,911,0,1721,1718,3,Rajendra Gavit,SHS,1234,Anand Paranjpe,NCP,584,Male-Skewed,SC,Hindu,18-25
Maharashtra,MH,Kalyan,AC_142,142,PC_24,Booth_610001,610001,Auxiliary,Dombivli Gymkhana Road,19.2094,73.0939,2023,1111,912,0,1789,1785,4,Srikant Shinde,SHS,1345,Rupesh Mhatre,NCP,440,Male-Skewed,General,Hindu,36-50
Maharashtra,MH,Solapur,AC_247,247,PC_42,Booth_620001,620001,Main,Solapur Textile Market,17.6599,75.9064,1811,955,856,0,1523,1520,3,Siddheshwar Shivacharya,BJP,987,Jaisingrao Gaikwad,INC,533,Male-Skewed,ST,Hindu,18-25
Gujarat,GJ,Bhavnagar,AC_104,104,PC_15,Booth_630001,630001,Auxiliary,Ghogha Circle,21.765,72.1519,1744,922,822,0,1432,1429,3,Bharatiben Shiyal,BJP,1023,Rathod Shakti,INC,406,Male-Skewed,General,Muslim,26-35
Gujarat,GJ,Jamnagar,AC_079,79,PC_12,Booth_640001,640001,Main,Lakhota Lake Area,22.4707,70.0577,1699,899,800,0,1398,1395,3,Poonamben Maadam,BJP,912,Kandhal Jadeja,NCP,483,Male-Skewed,SC,Hindu,18-25
Rajasthan,RJ,Jaipur Rural,AC_056,56,PC_06,Booth_650001,650001,Auxiliary,Chomu Bypass School,27.1689,75.7111,1923,1011,912,0,1678,1675,3,Rajyavardhan Singh Rathore,BJP,1234,Vaibhav Gehlot,INC,541,Male-Skewed,General,Hindu,26-35
Rajasthan,RJ,Bikaner,AC_013,13,PC_02,Booth_660001,660001,Main,Junagarh Fort Road,28.0229,73.3119,1655,888,767,0,1345,1342,3,Arjun Ram Meghwal,BJP,987,Madan Gopal Meghwal,INC,355,Male-Skewed,OBC,Hindu,36-50
Haryana,HR,Rohtak,AC_062,62,PC_07,Booth_670001,670001,Auxiliary,Jhajjar Road College,28.8955,76.6066,1888,977,911,0,1567,1564,3,Arvind Kumar Sharma,BJP,1023,Deepender Singh Hooda,INC,541,Male-Skewed,OBC,Christian,51-65
Uttar Pradesh,UP,Mathura,AC_084,84,PC_17,Booth_680001,680001,Main,Mathura Refinery Road,27.4924,77.6737,1799,966,833,0,1487,1484,3,Hema Malini,BJP,1123,Mahesh Pathak,RLD,372,Male-Skewed,SC,Muslim,26-35
Uttar Pradesh,UP,Bareilly,AC_124,124,PC_25,Booth_690001,690001,Auxiliary,Civil Lines School,28.367,79.4304,1911,1023,888,0,1654,1651,3,Santosh Gangwar,BJP,1234,Praveen Aron,INC,417,Male-Skewed,OBC,Hindu,18-25
Bihar,BR,Begusarai,AC_142,142,PC_24,Booth_700001,700001,Main,Refinery Township,25.4182,86.1294,1777,977,800,0,1456,1453,3,Giriraj Singh,BJP,1023,Kanhaiya Kumar,CPI,430,Male-Skewed,General,Hindu,36-50
Bihar,BR,Arrah,AC_195,195,PC_32,Booth_710001,710001,Auxiliary,Veer Kunwar Singh Park,25.5567,84.6607,1699,922,777,0,1398,1395,3,R K Singh,BJP,987,Rajkumar Singh,CPI(ML),408,Male-Skewed,OBC,Sikh,36-50
Odisha,OR,Kendrapara,AC_097,97,PC_15,Booth_720001,720001,Main,Paradip Port Road,20.2631,86.6174,1822,933,889,0,1523,1520,3,Anubhav Mohanty,BJD,987,Baidhar Mallick,BJP,533,Male-Skewed,OBC,Sikh,65+
Madhya Pradesh,MP,Ujjain,AC_216,216,PC_26,Booth_730001,730001,Auxiliary,Mahakal Temple Road,23.1828,75.7682,1733,911,822,0,1456,1453,3,Anil Firojiya,BJP,1023,Mahesh Parmar,INC,430,Male-Skewed,General,Hindu,18-25
Madhya Pradesh,MP,Ratlam,AC_219,219,PC_24,Booth_740001,740001,Main,Sailana Fort Area,23.6158,74.9335,1666,877,789,0,1345,1342,3,Guman Singh Damor,BJP,912,Kantilal Bhuria,INC,430,Male-Skewed,General,Hindu,26-35
West Bengal,WB,Darjeeling,AC_023,23,PC_04,Booth_750001,750001,Auxiliary,Mall Road School,27.0448,88.2636,1555,811,744,0,1289,1286,3,Raju Bista,BJP,912,Amar Singh Rai,TMC,374,Male-Skewed,OBC,Hindu,51-65
West Bengal,WB,Maldaha Dakshin,AC_008,8,PC_08,Booth_760001,760001,Main,English Bazar College,25.004,88.1361,1888,988,900,0,1567,1564,3,Abu Hasem Khan Choudhury,INC,823,Sreerupa Mitra,BJP,741,Male-Skewed,General,Sikh,36-50
Jharkhand,JH,Giridih,AC_032,32,PC_06,Booth_770001,770001,Auxiliary,Parasnath Hill Road,24.1653,86.2756,1711,922,789,0,1398,1395,3,Chandra Prakash Choudhary,AJSU,912,Jagarnath Mahto,JMM,483,Male-Skewed,OBC,Hindu,26-35
Assam,AS,Kaliabor,AC_089,89,PC_11,Booth_780001,780001,Main,Tezpur University Road,26.7,92.8333,1599,833,766,0,1321,1318,3,Gaurav Gogoi,INC,912,Moni Madhab Mahanta,AGP,406,Male-Skewed,SC,Muslim,65+
Manipur,MN,Inner Manipur,AC_001,1,PC_01,Booth_790001,790001,Auxiliary,Imphal Khwairamband,24.8081,93.9442,1444,711,733,0,1187,1185,2,Oinam Nabakishore,INC,678,RK Anand,BJP,507,Female-Skewed,OBC,Hindu,36-50
Telangana,TS,Karimnagar,AC_026,26,PC_03,Booth_800001,800001,Main,Rajiv Rahadari,18.4386,79.1288,1823,944,879,0,1567,1564,3,Bandi Sanjay Kumar,BJP,1123,Vinod Kumar,TRS,452,Male-Skewed,OBC,Hindu,36-50
Telangana,TS,Nizamabad,AC_017,17,PC_04,Booth_810001,810001,Main,Armoor Road School,18.7914,78.2855,1766,911,855,0,1498,1495,3,D Arvind,BJP,1023,Kalvakuntla Kavitha,TRS,472,Male-Skewed,General,Hindu,51-65
Andhra Pradesh,AP,Kadapa,AC_130,130,PC_19,Booth_820001,820001,Auxiliary,Proddatur Bus Stand,14.75,78.55,1899,966,933,0,1623,1620,3,Y S Avinash Reddy,YSRCP,1123,Adi Narayana Reddy,TDP,507,Male-Skewed,General,Christian,36-50
Andhra Pradesh,AP,Anantapur,AC_154,154,PC_20,Booth_830001,830001,Main,Hindupur Market,13.8286,77.4927,1711,888,823,0,1432,1429,3,Kristappa Nimmala,TDP,987,J C Pavan Reddy,YSRCP,442,Male-Skewed,SC,Hindu,36-50
Tamil Nadu,TN,Chennai South,AC_001,1,PC_03,Booth_840001,840001,Main,Mylapore Kapaleeshwar Temple,13.0333,80.2689,1666,844,822,0,1345,1342,3,Thamizhachi Thangapandian,DMK,987,J Jayavardhan,AIADMK,355,Male-Skewed,OBC,Christian,26-35
Tamil Nadu,TN,Viluppuram,AC_074,74,PC_12,Booth_850001,850001,Auxiliary,Vellore Fort Road,12.9202,79.1325,1822,922,900,0,1523,1520,3,D M Kathir Anand,DMK,1023,A C Shanmugam,BJP,497,Male-Skewed,OBC,Hindu,26-35
Kerala,KL,Thrissur,AC_067,67,PC_10,Booth_860001,860001,Main,Swraj Round,10.5276,76.2144,1944,922,1022,0,1678,1675,3,Suresh Gopi,BJP,912,T N Prathapan,INC,763,Female-Skewed,OBC,Hindu,51-65
Kerala,KL,Kollam,AC_118,118,PC_18,Booth_870001,870001,Auxiliary,Chinnakada Clock Tower,8.8868,76.5928,1777,855,922,0,1498,1495,3,N K Premachandran,RSP,987,Mukesh,CPM,508,Female-Skewed,SC,Hindu,36-50
Maharashtra,MH,Aurangabad,AC_108,108,PC_19,Booth_880001,880001,Main,Bibi Ka Maqbara Road,19.8762,75.3433,1888,999,889,0,1567,1564,3,Imtiyaz Jaleel,AIMIM,823,Bhagwat Karad,BJP,741,Male-Skewed,OBC,Hindu,51-65
Maharashtra,MH,Pune,AC_209,209,PC_34,Booth_890001,890001,Auxiliary,Shivajinagar Station,18.5308,73.8475,1999,1088,911,0,1789,1786,3,Girish Bapat,BJP,1345,Mohan Joshi,INC,441,Male-Skewed,ST,Hindu,36-50
Gujarat,GJ,Amreli,AC_095,95,PC_14,Booth_900001,900001,Main,Savar Kundla Market,21.338,71.3046,1699,911,788,0,1398,1395,3,Naranbhai Kachhadia,BJP,987,Paresh Dhanani,INC,408,Male-Skewed,OBC,Muslim,36-50
Gujarat,GJ,Banaskantha,AC_002,2,PC_02,Booth_910001,910001,Auxiliary,Palanpur Civil Hospital Road,24.1741,72.433,1844,977,867,0,1543,1540,3,Parbatbhai Patel,BJP,1123,Geniben Thakor,INC,517,Male-Skewed,SC,Hindu,18-25
Rajasthan,RJ,Chittorgarh,AC_171,171,PC_21,Booth_920001,920001,Main,Chittor Fort Road,24.8887,74.6269,1733,922,811,0,1432,1429,3,C P Joshi,BJP,1023,Gopal Singh Idwa,INC,330,Male-Skewed,OBC,Hindu,51-65
Rajasthan,RJ,Sikar,AC_035,35,PC_05,Booth_930001,930001,Auxiliary,Fatehpur Shekhawati,27.9937,74.9602,1911,1011,900,0,1654,1651,3,Sumedhanand Saraswati,BJP,1234,Subhash Maharia,INC,427,Male-Skewed,General,Muslim,26-35
Haryana,HR,Sonipat,AC_031,31,PC_06,Booth_940001,940001,Main,Gohana Road School,28.9902,77.0221,1788,966,822,0,1487,1484,3,Ramesh Chander Kaushik,BJP,987,Bhupinder Singh Hooda,INC,497,Male-Skewed,General,Hindu,26-35
Uttar Pradesh,UP,Aligarh,AC_071,71,PC_15,Booth_950001,950001,Auxiliary,AMU Circle,27.8974,78.088,1866,999,867,0,1587,1584,3,Satish Kumar Gautam,BJP,1123,Bijendra Singh,INC,472,Male-Skewed,OBC,Hindu,65+
Uttar Pradesh,UP,Moradabad,AC_026,26,PC_06,Booth_960001,960001,Main,Rampur Road,28.8389,78.7733,1933,1044,889,0,1678,1675,3,S T Hasan,SP,1023,Kunwar Sarvesh Kumar,BJP,572,Male-Skewed,SC,Hindu,36-50
Bihar,BR,Madhubani,AC_036,36,PC_06,Booth_970001,970001,Auxiliary,Jhanjharpur Railway Station,26.2646,86.2793,1711,911,800,0,1398,1395,3,Ashok Yadav,BJP,912,Hukumdeo Narayan Yadav,RJD,483,Male-Skewed,General,Hindu,36-50
Odisha,OR,Mayurbhanj,AC_029,29,PC_05,Booth_980001,980001,Main,Baripada College,21.9364,86.7218,1655,855,800,0,1345,1342,3,Bisheswar Tudu,BJP,987,Debasis Marndi,BJD,355,Male-Skewed,SC,Muslim,26-35
West Bengal,WB,Howrah,AC_174,174,PC_25,Booth_990001,990001,Auxiliary,Howrah Bridge Area,22.5958,88.2636,1888,999,889,0,1567,1564,3,Prasun Banerjee,TMC,1123,Rantidev Sengupta,BJP,452,Male-Skewed,OBC,Hindu,26-35
Jharkhand,JH,Dumka,AC_010,10,PC_02,Booth_1000001,1000001,Main,Dumka Stadium,24.2769,87.2489,1599,822,777,0,1289,1286,3,Sunil Soren,BJP,912,Shibu Soren,JMM,374,Male-Skewed,SC,Hindu,36-50
Assam,AS,Tezpur,AC_074,74,PC_10,Booth_1010001,1010001,Main,Mission Chariali,26.6528,92.7927,1744,911,833,0,1456,1453,3,Pallab Lochan Das,BJP,1023,Ripun Bora,INC,430,Male-Skewed,OBC,Hindu,36-50
Manipur,MN,Thoubal,AC_032,32,PC_01,Booth_1020001,1020001,Auxiliary,Thoubal Athletic Ground,24.6284,93.9981,1566,788,778,0,1298,1295,3,Oinam Lukhoi,INC,823,Leitanthem Basanta,BJP,472,Male-Skewed,OBC,Hindu,26-35
Telangana,TS,Adilabad,AC_007,7,PC_01,Booth_1030001,1030001,Main,Nirmal Fort Road,19.0968,78.3422,1811,944,867,0,1523,1520,3,Soyam Bapu Rao,TRS,1123,Gaddam Ranjith Reddy,BJP,407,Male-Skewed,General,Christian,36-50
Andhra Pradesh,AP,Rajahmundry,AC_051,51,PC_08,Booth_1040001,1040001,Main,Godavari Bund Road,17.0052,81.7794,1923,988,935,0,1678,1675,3,Margani Venkata,BJP,1234,Bharat Ram,TDP,541,Male-Skewed,SC,Hindu,18-25
Tamil Nadu,TN,Tirunelveli,AC_225,225,PC_38,Booth_1050001,1050001,Auxiliary,Palayamkottai Court,8.7135,77.6954,1777,877,900,0,1498,1495,3,S Gnanathiraviam,DMK,987,Paul Manoj Pandian,AIADMK,508,Female-Skewed,General,Muslim,18-25
Kerala,KL,Palakkad,AC_056,56,PC_09,Booth_1060001,1060001,Main,Victoria College,10.7892,76.6548,1888,899,989,0,1587,1584,3,M B Rajesh,CPM,1023,V K Sreekandan,INC,561,Female-Skewed,OBC,Hindu,36-50
Maharashtra,MH,Mumbai North,AC_160,160,PC_26,Booth_1070001,1070001,Main,Borivali National Park Road,19.2296,72.8564,1999,1099,900,0,1721,1718,3,Gopal Shetty,BJP,1234,Urmila Matondkar,INC,484,Male-Skewed,SC,Hindu,36-50
Gujarat,GJ,Navsari,AC_175,175,PC_25,Booth_1080001,1080001,Auxiliary,Dandi Beach Road,20.8889,72.9383,1666,888,778,0,1398,1395,3,C R Paatil,BJP,1123,Dharmesh Patel,INC,283,Male-Skewed,General,Muslim,18-25
Rajasthan,RJ,Ganganagar,AC_002,2,PC_01,Booth_1090001,1090001,Main,Sriganganagar Cotton Market,29.9038,73.8772,1823,977,846,0,1543,1540,3,Nihal Chand,BJP,1023,Ravindra Singh Bhati,INC,437,Male-Skewed,OBC,Hindu,36-50
Haryana,HR,Kurukshetra,AC_012,12,PC_02,Booth_1100001,1100001,Auxiliary,Pehowa Chowk,29.9783,76.5811,1711,933,778,0,1432,1429,3,Nayab Singh Saini,BJP,987,Nirmal Singh,INLD,442,Male-Skewed,SC,Muslim,26-35
Uttar Pradesh,UP,Saharanpur,AC_003,3,PC_01,Booth_1110001,1110001,Main,Deoband Darul Uloom,29.6925,77.679,1944,1055,889,0,1678,1675,3,Haji Fazlur Rehman,BSP,1023,Raghav Lakhanpal,BJP,572,Male-Skewed,General,Hindu,36-50
Bihar,BR,Purnia,AC_058,58,PC_12,Booth_1120001,1120001,Main,Kasba Railway Station,25.8565,87.5383,1699,922,777,0,1398,1395,3,Santosh Kushwaha,JD(U),912,Uday Singh,BJP,483,Male-Skewed,OBC,Hindu,26-35
Odisha,OR,Bargarh,AC_001,1,PC_01,Booth_1130001,1130001,Auxiliary,Sohela Market,21.2993,83.3832,1777,944,833,0,1498,1495,3,Suresh Pujari,BJP,987,Prasanna Acharya,BJD,508,Male-Skewed,OBC,Christian,26-35
Madhya Pradesh,MP,Indore,AC_204,204,PC_26,Booth_1140001,1140001,Main,Palasia Square,22.7253,75.8834,2023,1111,912,0,1789,1786,3,Shankar Lalwani,BJP,1345,Pankaj Sanghvi,INC,441,Male-Skewed,SC,Muslim,36-50
West Bengal,WB,Bolpur,AC_286,286,PC_41,Booth_1150001,1150001,Main,Santiniketan Visva-Bharati,23.6799,87.6856,1599,811,788,0,1321,1318,3,Asit Kumar Mal,TMC,912,Ram Prasad Das,BJP,406,Male-Skewed,SC,Hindu,18-25
Jharkhand,JH,Khunti,AC_070,70,PC_12,Booth_1160001,1160001,Auxiliary,Tamar Forest Road,23.0347,85.2636,1488,777,711,0,1187,1185,2,Arjun Munda,BJP,823,Kariya Munda,INC,362,Male-Skewed,OBC,Hindu,36-50
Assam,AS,Mangaldoi,AC_068,68,PC_08,Booth_1170001,1170001,Main,Udalguri Town,26.746,92.0982,1655,866,789,0,1398,1395,3,Dilip Saikia,BJP,987,Bhupen Borah,INC,408,Male-Skewed,SC,Hindu,36-50
Tamil Nadu,TN,Sivaganga,AC_186,186,PC_31,Booth_1180001,1180001,Main,Karaikudi Bus Stand,10.0735,78.777,1733,855,878,0,1456,1453,3,Karti Chidambaram,INC,1023,H Raja,BJP,351,Female-Skewed,OBC,Buddhist,18-25
Kerala,KL,Wayanad,AC_018,18,PC_04,Booth_1190001,1190001,Auxiliary,Kalpetta Municipality,11.6102,76.0831,1888,922,966,0,1587,1584,3,Rahul Gandhi,INC,1234,Tushar Vellappally,BDJS,350,Female-Skewed,OBC,Hindu,26-35
Maharashtra,MH,Ratnagiri-Sindhudurg,AC_266,266,PC_46,Booth_1200001,1200001,Main,Kankavli Market,16.2704,73.7091,1666,866,800,0,1398,1395,3,Vinayak Raut,SHS,987,Nilesh Rane,BJP,408,Male-Skewed,OBC,Sikh,26-35
Gujarat,GJ,Porbandar,AC_083,83,PC_13,Booth_1210001,1210001,Main,Chhaya Chowk,21.6417,69.6293,1711,911,800,0,1432,1429,3,Rameshbhai Dhaduk,BJP,1023,Mansukh Mandaviya,INC,330,Male-Skewed,SC,Sikh,26-35
Rajasthan,RJ,Barmer,AC_135,135,PC_17,Booth_1220001,1220001,Auxiliary,Nakoda Temple Road,25.8084,71.3987,1844,999,845,0,1567,1564,3,Kailash Choudhary,BJP,1123,Manvendra Singh,JDS,452,Male-Skewed,OBC,Hindu,26-35
Haryana,HR,Hisar,AC_051,51,PC_04,Booth_1230001,1230001,Main,Hansi Gate,29.1025,75.9628,1777,966,811,0,1498,1495,3,Brijendra Singh,BJP,987,Dushyant Chautala,JJP,508,Male-Skewed,SC,Christian,26-35
Uttar Pradesh,UP,Firozabad,AC_097,97,PC_20,Booth_1240001,1240001,Main,Shikohabad Railway,27.1067,78.5877,1899,1023,876,0,1623,1620,3,Chandrasen Jadon,BJP,1234,Akhilesh Yadav,SP,386,Male-Skewed,General,Hindu,36-50
Bihar,BR,Nalanda,AC_176,176,PC_29,Booth_1250001,1250001,Auxiliary,Rajgir Hot Springs,25.0185,85.42,1666,888,778,0,1345,1342,3,Kaushalendra Kumar,JD(U),987,Ashok Azad,INC,355,Male-Skewed,OBC,Hindu,51-65
Odisha,OR,Sambalpur,AC_017,17,PC_03,Booth_1260001,1260001,Main,Hirakud Dam Road,21.5247,83.8728,1823,955,868,0,1543,1540,3,Nitesh Ganga Deb,BJP,1123,Nalini Pradhan,BJD,427,Male-Skewed,General,Christian,51-65
Madhya Pradesh,MP,Dewas,AC_171,171,PC_21,Booth_1270001,1270001,Main,Ujjain Road Industrial Area,22.9623,76.0534,1733,933,800,0,1456,1453,3,Mahendra Solanky,BJP,1023,Prakash Solanki,INC,351,Male-Skewed,SC,Hindu,26-35
West Bengal,WB,Raiganj,AC_035,35,PC_06,Booth_1280001,1280001,Main,Kaliyaganj College,25.634,88.3248,1888,988,900,0,1587,1584,3,Debasree Chaudhuri,BJP,912,Kanaialal Agarwal,TMC,472,Male-Skewed,SC,Hindu,36-50
Jharkhand,JH,Godda,AC_016,16,PC_03,Booth_1290001,1290001,Auxiliary,Sahibganj Ganga Ghat,25.2415,87.6451,1599,844,755,0,1289,1286,3,Nishikant Dubey,BJP,987,Pradeep Yadav,JVM,299,Male-Skewed,SC,Hindu,36-50
Assam,AS,Barpeta,AC_043,43,PC_06,Booth_1300001,1300001,Main,Barpeta Road,26.5018,90.9714,1744,922,822,0,1456,1453,3,Abdul Khaleque,INC,987,Ramen Deka,BJP,466,Male-Skewed,General,Muslim,36-50
Manipur,MN,Ukhrul,AC_044,44,PC_02,Booth_1310001,1310001,Main,Ukhrul Town Hall,25.1133,94.3611,1444,733,711,0,1187,1185,2,Kachui Timothy Zimik,NPF,712,Alfred Kanngam Arthur,INC,473,Male-Skewed,OBC,Hindu,36-50
Telangana,TS,Malkajgiri,AC_071,71,PC_07,Booth_1320001,1320001,Auxiliary,Kukatpally Housing Board,17.4848,78.4011,1999,1088,911,0,1721,1718,3,Revanth Reddy,INC,1234,Rajender Goud,TRS,484,Male-Skewed,General,Muslim,36-50
Andhra Pradesh,AP,Vizianagaram,AC_019,19,PC_03,Booth_1330001,1330001,Main,Bobbili Fort Road,18.5733,83.3556,1777,922,855,0,1498,1495,3,Bellana Chandra Sekhar,YSRCP,1023,Ashok Gajapathi Raju,TDP,393,Male-Skewed,General,Sikh,26-35
Tamil Nadu,TN,Coimbatore,AC_120,120,PC_20,Booth_1340001,1340001,Main,RS Puram,11.0168,76.9558,1911,977,934,0,1654,1651,3,C P Radhakrishnan,BJP,1123,P R Natarajan,CPM,538,Male-Skewed,SC,Hindu,26-35
Kerala,KL,Ernakulam,AC_082,82,PC_12,Booth_1350001,1350001,Main,Marine Drive,9.9816,76.2999,1823,888,935,0,1567,1564,3,Hibi Eden,INC,1234,Alphons,BJP,340,Female-Skewed,General,Hindu,18-25
Maharashtra,MH,Latur,AC_235,235,PC_41,Booth_1360001,1360001,Auxiliary,Ausa Road School,18.2482,76.4977,1699,911,788,0,1398,1395,3,Sudhir Patil,SHS,987,Dattatray Bansode,INC,408,Male-Skewed,OBC,Hindu,51-65
Gujarat,GJ,Surendranagar,AC_061,61,PC_09,Booth_1370001,1370001,Main,Wadhwan City,22.7243,71.684,1744,944,800,0,1456,1453,3,Mahendrabhai Munjapara,BJP,1023,Somabhai Patel,INC,351,Male-Skewed,General,Christian,18-25
Rajasthan,RJ,Nagaur,AC_112,112,PC_14,Booth_1380001,1380001,Main,Kuchaman City,27.1477,74.8558,1888,999,889,0,1587,1584,3,Hanuman Beniwal,RLP,1123,Jyoti Mirdha,INC,472,Male-Skewed,SC,Christian,18-25
Uttar Pradesh,UP,Amethi,AC_186,186,PC_37,Booth_1390001,1390001,Auxiliary,Gauriganj Palace Road,26.2067,81.6902,1811,966,845,0,1523,1520,3,Smriti Irani,BJP,987,Rahul Gandhi,INC,533,Male-Skewed,SC,Hindu,65+
Bihar,BR,Siwan,AC_106,106,PC_18,Booth_1400001,1400001,Main,Mairwa Block,26.2298,84.1634,1666,888,778,0,1345,1342,3,Kavita Singh,JD(U),987,Hena Shahab,RJD,355,Male-Skewed,SC,Muslim,36-50
Rajasthan,RJ,Tonk,AC_096,96,PC_12,Booth_1410001,1410001,Main,Sawai Madhopur Road School,26.3333,75.7833,1723,922,567,0,1345,1340,3,Sachin Pilot,INC,987,Ramcharan Bohra,BJP,466,Male-Skewed,General,Hindu,26-35
Haryana,HR,Bhiwani-Mahendragarh,AC_055,55,PC_08,Booth_1420001,1420001,Auxiliary,Charkhi Dadri Market,28.59151176.2709,1.90E+20,1811,955,856,0,1278,1274,3,Sunil Sangwan,BJP,1123,Shruti Choudhry,INC,541,Male-Skewed,General,Hindu,36-50
Uttar Pradesh,UP,Mainpuri,AC_110,110,PC_21,Booth_1430001,1430001,Main,Shikohabad Road,27.106778.5877,1.78E+19,1744,922,822,0,1389,1384,3,Mulayam Singh Yadav,SP,1234,Prem Singh Shakya,BJP,250,Male-Skewed,General,Hindu,36-50
Bihar,BR,Gopalganj,AC_101,101,PC_17,Booth_1440001,1440001,Auxiliary,Hathua Raj Palace,26.354784.4067,1.60E+19,1699,899,800,0,1398,1393,3,Alok Kumar Suman,JD(U),912,Suraj Kumar,RJD,383,Male-Skewed,General,Sikh,36-50
Odisha,OR,Jajpur,AC_052,52,PC_08,Booth_1450001,1450001,Main,Panikoili Bypass,20.950286.1833,1.84E+19,1923,1011,912,0,1356,1351,3,Sarmistha Sethi,BJD,1023,Rabindra Narayan Pani,BJP,561,Male-Skewed,General,Hindu,36-50
Madhya Pradesh,MP,Sagar,AC_041,41,PC_07,Booth_1460001,1460001,Main,Khurai Road College,23.838176.7367,1.71E+19,1655,888,767,0,1567,1562,3,Rajbahadur Singh,BJP,987,Govind Singh Rajput,INC,340,Male-Skewed,General,Hindu,36-50
West Bengal,WB,Purulia,AC_242,242,PC_35,Booth_1470001,1470001,Auxiliary,Jhalda Forest Road,23.365387.8667,1.67E+19,1888,977,911,0,1523,1518,3,Jyotirmay Singh Mahato,BJP,823,Mriganka Mahato,TMC,519,Male-Skewed,General,Hindu,26-35
Jharkhand,JH,Chatra,AC_027,27,PC_04,Booth_1480001,1480001,Main,Hunterganj Block,24.433385.05000123412313,85.05,1799,966,833,0,1654,1649,3,Sunil Kumar Singh ,BJP,767,Kailash Yadav,BJD,345,Male-Skewed,General,Hindu,36-50
Assam,AS,Lakhimpur,AC_112,112,PC_14,Booth_1490001,1490001,Main,North Lakhimpur College,27.233392.4667,1.74E+19,1911,1023,888,0,1567,1562,3,Pradan Baruah,BJP,1023,Ranee Narah,INC,461,Male-Skewed,General,Hindu,18-25
Manipur,MN,Chandel,AC_041,41,PC_02,Booth_1500001,1500001,Auxiliary,Moreh Border Gate,24.250093.9833,1.33E+19,1777,977,800,0,1523,1518,3,Lorho S Pfoze,NPF,712,Kim Gangte,INC,373,Male-Skewed,General,Hindu,51-65
Telangana,TS,Peddapalle,AC_024,24,PC_02,Booth_1510001,1510001,Main,Manthani Temple Road,18.650079.6667,1.89E+19,1699,922,777,0,1678,1673,3,Venkatesh Netha,TRS,1234,Sridhar Babu,INC,427,Male-Skewed,OBC,Hindu,26-35
Andhra Pradesh,AP,Kurnool,AC_138,138,PC_17,Booth_1520001,1520001,Auxiliary,Adoni Cotton Market,15.63331577.2667,1.82E+19,1822,933,889,0,1567,1562,3,Sanjeeva Kumar,YSRCP,1123,Kotla Jayasurya,TDP,471,Male-Skewed,OBC,Christian,36-50
Tamil Nadu,TN,Namakkal,AC_094,94,PC_16,Booth_1530001,1530001,Main,Rasipuram Bus Stand,11.466778.1667,1.78E+19,1733,911,822,0,1654,1649,3,A K P Chinraj,DMK,1023,Srinivasan,AIADMK,446,Male-Skewed,SC,Hindu,36-50
Kerala,KL,Mavelikkara,AC_108,108,PC_16,Booth_1540001,1540001,Main,Kayamkulam Beach Road,9.166776.4833,1.91E+19,1666,877,789,0,1523,1518,3,Kodikunnil Suresh,INC,1234,Chittayam Gopakumar,CPM,527,Male-Skewed,General,Hindu,18-25
Maharashtra,MH,Wardha,AC_047,47,PC_08,Booth_1550001,1550001,Auxiliary,Sevagram Ashram,20.733379.2833,1.67E+19,1555,811,744,0,1567,1562,3,Ramdas Tadas,BJP,987,Charuta Tokas,INC,355,Male-Skewed,OBC,Hindu,36-50
Gujarat,GJ,Kheda,AC_117,117,PC_17,Booth_1560001,1560001,Main,Nadiad Railway Colony,22.693382.9333,1.80E+19,1888,988,900,0,1567,1562,3,Devusinh Chauhan,BJP,1123,Bimal Shah,INC,386,Male-Skewed,OBC,Hindu,51-65
Rajasthan,RJ,Dausa,AC_088,88,PC_11,Booth_1570001,1570001,Auxiliary,Lalsot Fort Road,26.566775.9333,1.85E+19,1711,922,789,0,1523,1518,3,Jaskaur Meena,BJP,1023,Savita Meena,INC,561,Male-Skewed,OBC,Muslim,26-35
Uttar Pradesh,UP,Phulpur,AC_255,255,PC_51,Booth_1580001,1580001,Main,Jhunsi Ganga Ghat,25.433382.1167,1.71E+19,1599,833,766,0,1654,1649,3,Keshari Devi Patel,SP,987,Praveen Patel,BJP,406,Male-Skewed,General,Hindu,26-35
